emp_no,first_name,last_name,birth_date,current_title,first_hire_date,to_date
411143,Goncalo,Barbanera,1/8/65,Senior Staff,9/1/96,1/1/99
412404,Mitsuyuki,Jeansoulin,1/15/65,Senior Engineer,10/28/99,1/1/99
412757,Leen,Peak,1/3/65,Engineer,11/20/99,1/1/99
413098,Hsiangchu,Taubenfeld,1/26/65,Senior Staff,4/17/93,1/1/99
413205,Mototsugu,Prampolini,1/9/65,Senior Staff,6/12/88,1/1/99
413666,Remco,Duclos,1/5/65,Senior Staff,4/18/88,1/1/99
413729,Harjit,Ernst,1/2/65,Technique Leader,4/26/92,1/1/99
413831,Mohamadou,Grabner,1/9/65,Senior Staff,11/25/91,1/1/99
413832,Marco,Jahnichen,1/24/65,Senior Staff,3/28/95,1/1/99
414027,Tadanori,Msuda,1/31/65,Senior Engineer,11/6/88,1/1/99
414091,Wuxu,Kuhnemann,1/17/65,Engineer,8/19/97,1/1/99
414543,Bernd,Anick,1/3/65,Senior Engineer,11/19/88,1/1/99
414551,Elliott,Copas,1/22/65,Senior Engineer,9/13/94,1/1/99
414662,Ipke,Schneeberger,1/21/65,Senior Engineer,9/20/85,1/1/99
414714,Chinho,Delgrande,1/6/65,Senior Staff,11/7/96,1/1/99
414814,Dayanand,Wielonsky,1/28/65,Staff,2/15/99,1/1/99
414897,Juyoung,Willoner,1/17/65,Senior Staff,11/3/89,1/1/99
415187,Juyoung,Peltason,1/3/65,Assistant Engineer,9/1/98,1/1/99
415338,Shigeo,Emmart,1/22/65,Assistant Engineer,12/24/95,1/1/99
415363,Conal,Shackell,1/19/65,Senior Staff,1/25/86,1/1/99
415563,Mrinalini,Bierbaum,1/21/65,Senior Engineer,3/12/86,1/1/99
416074,Alain,Lieberherr,1/8/65,Senior Engineer,5/11/87,1/1/99
416383,Nectarios,Itschner,1/29/65,Senior Engineer,3/2/90,1/1/99
416420,Adamantios,Heemskerk,1/22/65,Senior Staff,8/8/86,1/1/99
416492,Kannan,Meriste,1/15/65,Senior Engineer,8/12/92,1/1/99
416660,Nathalie,Luke,1/28/65,Senior Engineer,9/16/87,1/1/99
416720,Tokuyasu,Xiaoshan,1/14/65,Senior Engineer,9/19/91,1/1/99
416877,Gio,Orsini,1/2/65,Senior Staff,12/7/88,1/1/99
416892,Shooichi,Vandervoorde,1/3/65,Engineer,8/16/96,1/1/99
417435,Bouchung,Zaumen,1/3/65,Senior Staff,1/29/99,1/1/99
418239,Josyula,Motley,1/3/65,Senior Engineer,9/5/92,1/1/99
418247,Oscar,Oppitz,1/8/65,Senior Staff,6/30/95,1/1/99
418298,Arvin,Pusterhofer,1/8/65,Senior Engineer,3/2/95,1/1/99
418309,Danel,Petereit,1/24/65,Senior Engineer,2/21/85,1/1/99
418380,Kazuhiko,Gornas,1/2/65,Senior Engineer,5/20/93,1/1/99
418566,Kazuhide,Snedden,1/27/65,Senior Engineer,6/14/96,1/1/99
418606,Michaela,Otillio,1/11/65,Engineer,1/5/94,1/1/99
418717,Arunachalam,Magliocco,1/20/65,Senior Staff,12/23/87,1/1/99
418860,Ymte,Dalton,2/1/65,Senior Staff,11/22/92,1/1/99
419099,Heon,Broomell,1/15/65,Staff,5/6/98,1/1/99
419953,Ung,Orlowski,1/29/65,Senior Staff,7/22/91,1/1/99
420086,Susuma,Kitsuregawa,1/27/65,Senior Engineer,5/28/85,1/1/99
420476,Mariangiola,Bolsens,1/28/65,Senior Staff,6/15/85,1/1/99
420557,Mabhin,Eastman,1/6/65,Senior Staff,8/2/89,1/1/99
420694,Frazer,Barbanera,1/19/65,Senior Staff,11/4/86,1/1/99
420732,Willard,Morrin,1/6/65,Senior Staff,5/27/96,1/1/99
420759,Raimond,Solovay,1/4/65,Staff,10/3/97,1/1/99
420765,Shawna,Krider,1/17/65,Senior Staff,3/9/90,1/1/99
420877,Khosrow,Erez,1/29/65,Senior Staff,2/11/90,1/1/99
421022,Shigeaki,Butner,1/26/65,Senior Staff,7/13/96,1/1/99
421033,Garnik,Randt,1/14/65,Senior Staff,12/23/89,1/1/99
421074,Zhaofang,Falster,1/7/65,Senior Staff,6/29/94,1/1/99
421312,Mariangiola,Bashian,1/13/65,Engineer,9/18/99,1/1/99
421384,Renny,Bednarek,1/2/65,Senior Staff,6/1/87,1/1/99
421755,Shichao,Thiria,1/3/65,Senior Engineer,1/11/89,1/1/99
422146,Kenton,Miara,1/8/65,Engineer,5/14/99,1/1/99
422783,Jagoda,Uhrig,1/18/65,Engineer,9/1/95,1/1/99
423038,Takushi,Strehl,1/20/65,Senior Staff,10/4/88,1/1/99
423204,Uma,Stranks,1/8/65,Senior Staff,9/13/91,1/1/99
423208,Joydip,Krone,1/19/65,Engineer,2/8/95,1/1/99
423214,Tsutomu,Tetzlaff,1/31/65,Senior Staff,9/24/87,1/1/99
423327,Constantijn,Lichtman,1/27/65,Senior Staff,6/26/94,1/1/99
423350,Heping,Monarch,1/4/65,Senior Staff,4/15/88,1/1/99
423633,Mariusz,Tokunaga,1/30/65,Senior Engineer,2/11/85,1/1/99
423993,Seshu,Kolvik,1/1/65,Technique Leader,12/9/88,1/1/99
424569,Danco,Luff,1/14/65,Engineer,10/30/97,1/1/99
424584,Kagan,Dredge,2/1/65,Senior Engineer,2/26/94,1/1/99
424685,Changho,Veevers,1/10/65,Senior Staff,3/3/97,1/1/99
424797,Theron,Itschner,1/19/65,Senior Staff,5/16/85,1/1/99
424805,Jacqueline,Zallocco,1/24/65,Senior Staff,12/17/87,1/1/99
424930,Xuejun,Reeker,1/19/65,Senior Staff,11/18/88,1/1/99
424984,Vasilis,Waleschkowski,1/11/65,Engineer,5/26/96,1/1/99
425437,Moni,Staudhammer,1/3/65,Engineer,3/23/99,1/1/99
425535,Alagu,Vieri,1/18/65,Senior Staff,8/23/86,1/1/99
425540,Paddy,Zumaque,1/3/65,Senior Staff,11/12/95,1/1/99
425757,Yongdong,Jiang,1/18/65,Senior Staff,10/13/90,1/1/99
425780,Paris,Range,1/15/65,Senior Staff,10/25/89,1/1/99
425830,Guther,Conia,1/30/65,Engineer,2/13/99,1/1/99
425875,Jahangir,Kroft,1/19/65,Senior Staff,6/11/90,1/1/99
426153,Shahaf,Luce,1/16/65,Senior Staff,4/6/99,1/1/99
426168,Kaijung,Mateescu,1/10/65,Senior Staff,11/18/87,1/1/99
426228,Supot,Badache,1/17/65,Engineer,8/17/96,1/1/99
426235,Danco,Rajala,1/31/65,Senior Staff,3/29/91,1/1/99
426644,Zejun,Broomell,1/13/65,Senior Engineer,1/19/95,1/1/99
426706,Karsten,Kawashima,1/7/65,Senior Engineer,3/15/94,1/1/99
426795,Huican,Lunn,1/7/65,Senior Staff,7/23/86,1/1/99
426818,Gaurav,Fendler,1/21/65,Senior Staff,2/15/92,1/1/99
426819,Sandeepan,Kulisch,1/13/65,Engineer,5/16/97,1/1/99
426824,Gopalakrishnan,Mawatari,1/25/65,Senior Staff,10/29/88,1/1/99
426958,Weijing,Viele,1/19/65,Senior Engineer,10/3/85,1/1/99
427313,Utpal,Kemmerer,1/31/65,Senior Staff,12/4/86,1/1/99
427320,Mamdouh,Ramamoorthy,1/13/65,Senior Engineer,1/13/00,1/1/99
427332,Feiyu,Hemaspaandra,1/20/65,Staff,6/4/95,1/1/99
427571,Torsten,Ranta,1/20/65,Senior Engineer,12/11/87,1/1/99
427776,Jaques,Navazio,1/25/65,Senior Staff,4/4/89,1/1/99
427805,Haldun,Compeau,1/21/65,Senior Staff,10/15/97,1/1/99
427823,Jaques,Gecsei,1/18/65,Staff,7/13/99,1/1/99
427852,Adil,Kieras,1/2/65,Senior Engineer,7/20/92,1/1/99
428082,Ronghao,Alpin,1/9/65,Senior Staff,9/11/91,1/1/99
428160,Jamaludin,Kalorkoti,1/12/65,Senior Staff,7/14/93,1/1/99
428195,Hatsukazu,Rosca,1/11/65,Senior Staff,10/13/86,1/1/99
428219,Ghassan,Androutsos,1/21/65,Senior Staff,12/26/87,1/1/99
428917,Theron,Billawala,1/23/65,Senior Engineer,2/17/89,1/1/99
429087,Hugh,Senzako,1/27/65,Technique Leader,10/15/92,1/1/99
429231,Kazuyasu,Schmiedel,1/9/65,Senior Staff,9/7/85,1/1/99
429238,Mona,Luck,1/29/65,Senior Staff,5/11/89,1/1/99
429249,Alassane,Wolniewicz,1/28/65,Senior Engineer,10/6/86,1/1/99
429316,Seshu,Hiraishi,1/8/65,Senior Staff,8/10/94,1/1/99
429381,Limsoon,Roohalamini,1/6/65,Senior Staff,11/26/86,1/1/99
429481,Subhada,Emmerich,1/9/65,Engineer,3/6/96,1/1/99
429520,Yongqiao,Francisci,1/6/65,Engineer,12/1/99,1/1/99
429532,Bartek,Vendrig,1/25/65,Senior Staff,11/12/91,1/1/99
429569,Fumiya,Chappelet,1/3/65,Engineer,9/3/92,1/1/99
429703,Ung,Honglei,1/6/65,Senior Staff,9/2/86,1/1/99
429899,Ranan,Marsiglia,1/30/65,Staff,8/13/99,1/1/99
429954,Renny,Gladwell,1/26/65,Staff,2/27/99,1/1/99
430054,Erzsebet,Setiz,1/22/65,Senior Engineer,6/10/93,1/1/99
430558,Xiong,Roisin,1/7/65,Senior Engineer,3/1/88,1/1/99
430593,Janalee,Lanzelotte,1/19/65,Senior Staff,12/1/97,1/1/99
430631,Kersti,Marsiglia,1/17/65,Engineer,2/19/94,1/1/99
430891,Khalil,Gien,1/6/65,Senior Engineer,8/6/91,1/1/99
431576,Masamitsu,Back,1/6/65,Senior Staff,3/25/87,1/1/99
431657,Visit,Thiran,1/31/65,Senior Engineer,11/14/86,1/1/99
431882,Hideo,Varman,1/21/65,Engineer,6/19/97,1/1/99
431887,Poorav,Ranst,1/5/65,Senior Engineer,6/1/96,1/1/99
432031,Adamantios,Matzat,1/11/65,Senior Staff,3/1/87,1/1/99
432034,Arfst,Uehara,1/24/65,Senior Staff,11/15/93,1/1/99
432121,Alair,Straney,1/6/65,Senior Staff,11/15/86,1/1/99
432257,Kwangjo,Hiltgen,1/20/65,Engineer,12/22/98,1/1/99
432261,Arve,Bergere,1/30/65,Senior Engineer,7/28/87,1/1/99
432399,Nitsan,Nollmann,1/19/65,Senior Engineer,9/10/90,1/1/99
432523,Takahiro,Maquelin,1/21/65,Engineer,7/21/97,1/1/99
432665,Flemming,Driscoll,1/2/65,Senior Engineer,6/28/91,1/1/99
432787,Toshiko,Ibel,1/16/65,Senior Engineer,11/23/96,1/1/99
432956,Qunsheng,Birrer,1/25/65,Senior Staff,5/13/86,1/1/99
433059,Bojan,Montresor,1/2/65,Staff,2/4/95,1/1/99
433157,Tomofumi,Serna,1/16/65,Staff,10/23/99,1/1/99
433260,Make,Olivero,2/1/65,Engineer,6/1/91,1/1/99
433438,Keiichiro,Miyakawa,1/6/65,Senior Staff,9/12/93,1/1/99
434845,Takushi,Skogmar,1/11/65,Senior Staff,6/7/85,1/1/99
434936,Sahrah,Rosis,1/15/65,Senior Engineer,6/24/94,1/1/99
435042,Brigham,Borstler,1/10/65,Staff,10/9/95,1/1/99
435060,Moie,Lieblein,1/16/65,Staff,7/12/96,1/1/99
435181,Kazuhide,Fiutem,1/16/65,Senior Staff,5/10/92,1/1/99
435289,Feixiong,Schurmann,1/4/65,Senior Staff,2/15/87,1/1/99
435305,Berthier,Pramanik,1/21/65,Senior Staff,1/23/93,1/1/99
435370,Conal,Basart,1/16/65,Senior Staff,5/17/91,1/1/99
435588,Genta,Pepe,1/29/65,Senior Staff,4/12/94,1/1/99
435602,Dietrich,Kranzdorf,1/29/65,Senior Staff,10/4/92,1/1/99
435774,Olivera,Bharadwaj,1/9/65,Senior Staff,4/1/92,1/1/99
435791,Hercules,Speer,1/7/65,Senior Engineer,3/7/94,1/1/99
436558,Subir,Greibach,1/8/65,Senior Engineer,5/24/92,1/1/99
436797,Ohad,Henders,1/24/65,Senior Staff,11/3/90,1/1/99
436827,Wojceich,Limongiello,1/30/65,Senior Staff,3/10/88,1/1/99
436915,Feixiong,Haraldson,1/13/65,Staff,10/11/98,1/1/99
437276,Dines,DeMori,1/17/65,Senior Staff,12/7/87,1/1/99
437369,Kazuhide,Biran,2/1/65,Senior Staff,1/25/95,1/1/99
437395,Sumant,Thambidurai,1/21/65,Senior Staff,1/2/94,1/1/99
437724,Erez,Luft,1/17/65,Staff,12/14/94,1/1/99
437870,Kerhong,Lorho,1/7/65,Staff,6/18/95,1/1/99
438038,Lena,Giaccio,1/1/65,Senior Staff,3/17/99,1/1/99
438264,Rasikan,Barreiro,1/19/65,Senior Staff,9/27/91,1/1/99
438557,Lidong,Swist,1/30/65,Engineer,9/16/99,1/1/99
439377,Mari,Plessier,1/28/65,Senior Engineer,7/4/97,1/1/99
439905,Kousuke,Levasseur,1/3/65,Senior Staff,3/16/90,1/1/99
439924,Gunilla,Kisuki,1/30/65,Senior Staff,8/14/94,1/1/99
440325,Douadi,Sullins,1/10/65,Senior Staff,9/25/99,1/1/99
440435,Sandeepan,Rosti,1/3/65,Senior Engineer,11/26/91,1/1/99
440450,Tzvetan,Scharstein,1/16/65,Senior Staff,6/16/94,1/1/99
440642,Snehasis,Kalsbeek,1/14/65,Senior Staff,1/6/88,1/1/99
440870,Filipp,Hasham,1/1/65,Senior Staff,7/11/90,1/1/99
440937,Fabrizio,Usery,1/18/65,Senior Staff,10/13/92,1/1/99
441197,Miquel,Legleitner,1/18/65,Senior Staff,6/28/85,1/1/99
441536,Chinho,Collette,1/10/65,Senior Engineer,8/7/90,1/1/99
441954,Leszek,Marchegay,1/3/65,Engineer,6/13/99,1/1/99
441965,Claudi,Heijenga,1/12/65,Senior Staff,8/30/88,1/1/99
442002,Ravishankar,Baig,1/3/65,Senior Staff,3/17/92,1/1/99
442096,Martijn,DiGiano,1/15/65,Senior Engineer,6/15/90,1/1/99
442312,Zengping,Cusworth,1/5/65,Senior Engineer,6/7/91,1/1/99
442490,Navid,Luke,1/8/65,Engineer,10/17/94,1/1/99
442653,Mona,Hebden,1/4/65,Engineer,10/20/95,1/1/99
442700,Siddarth,Masada,1/6/65,Staff,8/11/97,1/1/99
442898,Aksel,Gire,1/7/65,Engineer,6/27/99,1/1/99
443108,Christfried,Atrawala,1/14/65,Senior Staff,7/13/90,1/1/99
443485,Marke,Klerer,1/23/65,Senior Staff,4/14/90,1/1/99
443841,Shaw,Kading,1/8/65,Senior Staff,7/16/92,1/1/99
443873,Vatsa,Ramsay,1/20/65,Senior Staff,2/4/94,1/1/99
444070,Heping,Skrikant,1/15/65,Senior Staff,11/27/90,1/1/99
444099,Kousuke,Worfolk,1/28/65,Senior Staff,3/22/88,1/1/99
444208,Irena,Cesareni,1/27/65,Senior Staff,10/30/85,1/1/99
444465,Prasadram,Bultermann,1/13/65,Senior Engineer,8/29/97,1/1/99
444487,Udi,Rullman,1/3/65,Senior Engineer,4/9/94,1/1/99
444643,Berna,Schonegge,1/18/65,Staff,6/28/98,1/1/99
445067,Eldridge,Kawashima,1/28/65,Senior Engineer,2/27/90,1/1/99
445152,Heping,Peac,1/9/65,Senior Staff,3/20/85,1/1/99
445226,Oscar,Baumann,1/1/65,Senior Engineer,1/22/87,1/1/99
445570,Van,Nations,1/25/65,Technique Leader,8/11/86,1/1/99
445723,Gaurav,Roison,1/31/65,Senior Staff,10/22/86,1/1/99
445941,Masako,Dechter,1/11/65,Technique Leader,9/25/85,1/1/99
445950,Ebru,Valtorta,1/23/65,Senior Engineer,12/9/92,1/1/99
446121,Fay,Cochrane,1/11/65,Staff,12/13/99,1/1/99
446306,Hercules,Kabayashi,1/22/65,Senior Engineer,6/10/91,1/1/99
446424,DAIDA,Nooteboom,1/16/65,Senior Engineer,11/24/85,1/1/99
446897,Takahiro,Dalton,1/22/65,Technique Leader,9/30/92,1/1/99
446959,Aram,Passino,1/29/65,Senior Engineer,1/28/95,1/1/99
447018,Dannz,Miara,1/17/65,Senior Engineer,12/4/92,1/1/99
447135,Gennady,Rouquie,1/31/65,Senior Staff,8/24/89,1/1/99
447232,Aleksander,Schaaf,1/22/65,Senior Staff,5/26/95,1/1/99
447376,Kirk,Zongker,1/7/65,Staff,12/10/99,1/1/99
447544,Stabislas,Kakkad,1/22/65,Senior Staff,2/19/89,1/1/99
447613,Paris,Restivo,1/15/65,Senior Engineer,11/21/86,1/1/99
447877,Make,Heuser,1/13/65,Senior Engineer,7/2/88,1/1/99
447931,Martijn,Jeong,1/11/65,Senior Staff,12/14/90,1/1/99
447966,Kamakshi,Hebert,1/5/65,Senior Engineer,1/17/97,1/1/99
447982,Shiv,Baezner,1/25/65,Senior Engineer,12/17/90,1/1/99
447999,Shiv,Vilarrasa,1/5/65,Senior Engineer,8/1/90,1/1/99
448769,Mong,Dichev,1/18/65,Technique Leader,10/11/97,1/1/99
448900,Mart,Talmor,1/16/65,Staff,5/11/99,1/1/99
448918,Chiradeep,Arlazarov,1/23/65,Senior Engineer,10/6/89,1/1/99
448994,Haldun,Syang,1/12/65,Staff,2/11/97,1/1/99
449189,Jahangir,Bernatsky,1/30/65,Senior Staff,9/30/95,1/1/99
449815,Fumitaka,Quittner,1/27/65,Senior Staff,4/20/88,1/1/99
449984,Hinrich,Perin,2/1/65,Senior Engineer,11/20/85,1/1/99
450184,Selwyn,Henseler,1/11/65,Senior Engineer,3/9/93,1/1/99
450255,Udo,Waymire,1/31/65,Technique Leader,6/14/86,1/1/99
450309,Gill,Orlowska,1/8/65,Technique Leader,12/25/86,1/1/99
450475,Saeed,Bahl,1/21/65,Senior Staff,1/29/91,1/1/99
450817,DAIDA,Frolund,1/10/65,Senior Engineer,7/17/87,1/1/99
450888,Sedat,Rande,1/3/65,Senior Staff,3/25/95,1/1/99
450934,Chanjung,Raoux,1/23/65,Senior Engineer,5/25/92,1/1/99
450936,Yuriy,Ponthieu,1/18/65,Senior Staff,12/11/91,1/1/99
451253,Jaihie,Ozeri,1/15/65,Senior Staff,6/21/91,1/1/99
451272,Jacopo,Krohm,1/2/65,Senior Engineer,4/24/91,1/1/99
451275,Bedrich,Isard,1/25/65,Senior Staff,6/7/86,1/1/99
451333,Radhika,Bonifati,1/15/65,Senior Staff,3/11/95,1/1/99
452137,Subir,Miake,1/15/65,Senior Engineer,7/11/93,1/1/99
452206,Arra,Esposito,1/22/65,Staff,11/3/94,1/1/99
452325,Taiji,Berstel,1/14/65,Senior Engineer,12/2/96,1/1/99
452347,Shigeichiro,Brattka,1/7/65,Senior Staff,7/13/96,1/1/99
452365,Fei,Gadepally,1/5/65,Engineer,11/13/88,1/1/99
452956,Gou,Thombley,1/17/65,Senior Engineer,4/9/87,1/1/99
452957,Alair,Nanard,1/3/65,Staff,2/10/96,1/1/99
452982,Lobel,Aloia,1/29/65,Senior Staff,12/29/94,1/1/99
453070,Aran,Rosenbaum,1/6/65,Senior Staff,4/25/91,1/1/99
453154,Gao,Lally,1/3/65,Staff,3/1/96,1/1/99
453644,Berni,Takkinen,1/7/65,Senior Staff,6/8/92,1/1/99
453688,Chinya,Leslie,1/24/65,Engineer,10/28/95,1/1/99
453723,Arne,Kohling,1/15/65,Senior Engineer,12/13/85,1/1/99
453760,Ewing,Rajala,1/13/65,Senior Staff,6/21/96,1/1/99
453790,Fai,Keirsey,1/11/65,Senior Engineer,10/12/94,1/1/99
453913,Stein,Perng,1/23/65,Senior Staff,4/29/93,1/1/99
454338,Mohammed,Georg,1/24/65,Engineer,8/3/98,1/1/99
454378,Gina,Ossenbruggen,1/6/65,Technique Leader,1/3/98,1/1/99
454736,Nechama,Ermel,1/24/65,Engineer,6/5/95,1/1/99
454791,Xiaoqiu,Pietracaprina,1/22/65,Senior Engineer,7/9/94,1/1/99
454825,Kamakshi,Schusler,1/2/65,Senior Engineer,5/25/95,1/1/99
454994,Mohan,Picht,1/1/65,Senior Engineer,2/24/91,1/1/99
455175,Soenke,Zaumen,1/14/65,Senior Staff,2/22/92,1/1/99
455284,Luisa,Baig,1/9/65,Senior Engineer,7/12/96,1/1/99
455726,Qiwen,Kriebel,1/8/65,Senior Staff,12/13/87,1/1/99
455814,Giao,DuCasse,1/28/65,Senior Engineer,7/19/91,1/1/99
455914,Peer,Angelopoulos,1/1/65,Senior Engineer,7/23/89,1/1/99
456767,Tetsurou,Schreiter,1/24/65,Senior Staff,7/17/87,1/1/99
456982,Shounak,Dratva,1/7/65,Senior Engineer,1/5/89,1/1/99
457070,Gay,Plavsic,1/25/65,Senior Staff,8/6/87,1/1/99
457146,Jinpo,Heyers,1/20/65,Staff,1/7/99,1/1/99
457305,Sorina,Lakshmanan,1/15/65,Staff,9/3/94,1/1/99
457337,Xumin,Beidas,1/31/65,Technique Leader,4/27/95,1/1/99
457411,Xudong,Peck,1/13/65,Senior Engineer,4/18/88,1/1/99
457489,Berna,Ranst,1/24/65,Senior Engineer,5/14/85,1/1/99
457611,Indrajit,Krogh,1/9/65,Engineer,9/18/98,1/1/99
457776,Florian,Siepmann,1/15/65,Senior Engineer,12/21/87,1/1/99
457813,Foong,Gargeya,1/28/65,Senior Engineer,1/24/92,1/1/99
457832,Jackson,Zielinski,2/1/65,Senior Engineer,9/12/97,1/1/99
457938,Arch,Picco,1/14/65,Senior Staff,6/7/93,1/1/99
458111,Florian,Tramer,1/23/65,Engineer,11/7/99,1/1/99
458134,Thanasis,Standera,1/11/65,Senior Staff,3/20/85,1/1/99
458191,George,Atchley,1/28/65,Staff,7/2/97,1/1/99
458383,Mabhin,Foote,1/6/65,Engineer,4/23/99,1/1/99
458726,Shahaf,Kitai,1/13/65,Senior Staff,12/26/86,1/1/99
458790,Ramya,Azadmanesh,1/17/65,Senior Engineer,11/19/88,1/1/99
459172,Val,Rissanen,1/19/65,Engineer,11/20/93,1/1/99
459356,Pramod,Wendorf,1/21/65,Engineer,12/25/98,1/1/99
459429,Mohit,Verhaegen,1/14/65,Senior Staff,5/27/92,1/1/99
459685,Hirochika,Goldhammer,2/1/65,Engineer,3/12/98,1/1/99
460131,Adly,Hambrick,1/16/65,Staff,7/25/97,1/1/99
460691,Munehiko,Gihr,1/16/65,Senior Staff,12/6/89,1/1/99
460707,Yoshinari,Lanteri,1/7/65,Senior Engineer,12/25/96,1/1/99
460920,Remzi,Mitzlaff,1/22/65,Senior Staff,4/6/86,1/1/99
461120,Shietung,Gelosh,1/18/65,Senior Engineer,3/26/96,1/1/99
461270,Mrinalini,Mawatari,1/10/65,Staff,1/3/96,1/1/99
461801,Sumali,Cooman,1/3/65,Senior Staff,2/16/92,1/1/99
462493,Paloma,Gerlach,1/12/65,Senior Engineer,7/26/88,1/1/99
462795,Somnath,Cummings,1/5/65,Senior Staff,7/10/94,1/1/99
463023,Itzchak,Penn,1/6/65,Staff,1/21/99,1/1/99
463099,Jinxi,Schmiedel,1/15/65,Senior Staff,9/21/90,1/1/99
463212,Ramya,Rossi,1/9/65,Senior Engineer,3/2/87,1/1/99
463472,Jaber,Sethi,1/11/65,Technique Leader,6/6/95,1/1/99
463495,Alenka,Barriga,1/28/65,Senior Staff,5/6/88,1/1/99
464284,Huiqun,Henders,1/20/65,Senior Staff,5/19/93,1/1/99
464303,Abdelghani,Nyrup,1/22/65,Senior Staff,8/2/86,1/1/99
465062,Stafford,Gist,1/29/65,Senior Engineer,5/7/88,1/1/99
465076,Tokuyasu,Ghelli,1/19/65,Senior Engineer,5/5/85,1/1/99
465085,Vidar,Gunderson,1/18/65,Senior Staff,3/18/96,1/1/99
465409,Shahid,Varman,1/30/65,Senior Staff,8/27/85,1/1/99
465501,Mrinalini,Gire,1/5/65,Senior Staff,11/9/92,1/1/99
465711,Lakshmi,Frijda,1/6/65,Senior Engineer,4/21/90,1/1/99
465853,Kwan,Kampfer,1/1/65,Staff,10/16/98,1/1/99
465874,Herb,Picht,1/12/65,Engineer,5/31/85,1/1/99
466064,Temple,Danlos,1/31/65,Senior Staff,6/13/94,1/1/99
466367,Hiroyasu,Strandh,1/5/65,Senior Staff,6/5/89,1/1/99
466509,Bezalel,Verhoeff,1/26/65,Senior Engineer,3/22/88,1/1/99
466603,Yechezkel,Nourani,1/23/65,Senior Staff,8/1/91,1/1/99
466745,Boalin,Birsak,1/26/65,Senior Staff,10/16/95,1/1/99
467176,Przemyslawa,Borovoy,1/5/65,Senior Staff,6/18/93,1/1/99
467269,Nahum,Lambe,1/18/65,Technique Leader,8/31/89,1/1/99
467392,Mariusz,Rikino,1/7/65,Senior Engineer,4/13/95,1/1/99
467441,Margareta,Bondorf,1/13/65,Senior Engineer,11/7/88,1/1/99
467591,Kiyotoshi,Hennebert,1/17/65,Staff,9/21/97,1/1/99
467886,Sivanarayana,Chandrasekhar,1/2/65,Senior Staff,1/24/96,1/1/99
467918,Tsuneo,Skrikant,1/3/65,Staff,10/21/97,1/1/99
468360,Huei,Saoudi,1/12/65,Technique Leader,8/10/94,1/1/99
468417,Kamakshi,Huhdanpaa,1/25/65,Senior Engineer,8/26/93,1/1/99
468659,Ranga,Lemarechal,1/18/65,Senior Engineer,11/5/89,1/1/99
468773,Baziley,Brookner,1/27/65,Senior Engineer,9/22/93,1/1/99
469104,Nadjib,Comellas,1/21/65,Senior Engineer,4/18/96,1/1/99
469253,Baruch,Basawa,1/17/65,Senior Engineer,9/17/93,1/1/99
469269,Weiyi,Codenie,1/23/65,Senior Engineer,5/27/89,1/1/99
469366,Aiman,Wilfing,1/12/65,Senior Engineer,12/30/90,1/1/99
469399,Hongzhu,Ruemmler,1/25/65,Engineer,2/14/99,1/1/99
469527,Halsur,Ibel,1/24/65,Staff,3/5/98,1/1/99
469529,Neven,Rikino,1/7/65,Senior Engineer,10/21/88,1/1/99
469735,Arif,Stranks,1/30/65,Senior Engineer,11/16/92,1/1/99
469867,Hein,Jonsson,1/23/65,Senior Staff,2/12/85,1/1/99
470456,Reuven,Oehlmann,1/13/65,Senior Staff,3/29/86,1/1/99
470472,Zhiguo,Staudhammer,2/1/65,Senior Engineer,12/3/85,1/1/99
471397,Nigel,Zirintsis,2/1/65,Engineer,1/3/99,1/1/99
471532,Feiyu,Decleir,1/17/65,Technique Leader,9/13/98,1/1/99
471552,Basem,Lortz,1/22/65,Staff,10/25/97,1/1/99
471911,Arun,Zaccaria,1/14/65,Engineer,5/31/90,1/1/99
471939,Kazuhiko,Marshall,1/27/65,Staff,11/16/99,1/1/99
472052,Godehard,Chinal,1/26/65,Assistant Engineer,12/9/95,1/1/99
472143,Yahiko,Sommen,1/25/65,Senior Staff,8/14/96,1/1/99
472238,Jungsoon,Gubsky,1/31/65,Senior Engineer,10/9/90,1/1/99
472790,Zhenbing,Ibel,1/23/65,Senior Engineer,10/29/85,1/1/99
472950,Weidon,Fordan,1/29/65,Senior Engineer,3/27/86,1/1/99
473268,Hugo,Sgarro,1/1/65,Senior Staff,4/24/92,1/1/99
473299,Khaled,Penn,1/12/65,Senior Staff,5/19/92,1/1/99
473490,Pantung,Reeker,1/6/65,Senior Staff,5/11/92,1/1/99
473940,Avishai,Majewski,1/16/65,Engineer,1/10/98,1/1/99
474331,Sugwoo,Eugenio,1/29/65,Senior Staff,10/6/91,1/1/99
474763,Mayuko,Clouatre,1/7/65,Engineer,9/4/97,1/1/99
474796,Zongyan,Shackel,1/10/65,Technique Leader,11/9/86,1/1/99
475087,Genevieve,Snedden,1/31/65,Senior Engineer,10/21/88,1/1/99
475258,Fumiyo,Feinberg,1/10/65,Senior Staff,11/22/87,1/1/99
475538,Christophe,Leaver,1/15/65,Staff,10/31/98,1/1/99
475938,Shigeaki,Lanteri,1/14/65,Senior Engineer,2/17/89,1/1/99
475965,Rimon,Pietracaprina,1/2/65,Senior Engineer,7/10/85,1/1/99
476055,Girolamo,Schlumberger,1/3/65,Senior Staff,3/7/93,1/1/99
476122,Khun,Spieker,1/4/65,Engineer,5/7/95,1/1/99
476327,Reinhold,Binkley,1/31/65,Senior Engineer,5/29/95,1/1/99
